text,label,text_raw,text_classical,text_transformer,VideoID,VideoTitle,PublishedAt,CountryCode,CategoryID
RINO… I don’t care where this dirtbag goes,Negative,RINO… I don’t care where this dirtbag goes,rino don care where this dirtbag goes,RINO… I don’t care where this dirtbag goes,5MGb2a4aZTE,Sen. Graham storms out of SCOTUS hearing after fiery exchange with Sen. Durbin,2022-03-25 02:03:55,CA,25
And the diarrhea,Negative,And the diarrhea,and the diarrhea,And the diarrhea,HbCsfvZs2mk,Sand Coffee Secrets,2025-01-10 04:47:39,US,26
"Mr fantastic, voice Goku and Gear 4 of luffy",Neutral,"Mr fantastic, voice Goku and Gear 4 of luffy",mr fantastic voice goku and gear of luffy,"Mr fantastic, voice Goku and Gear 4 of luffy",dQjjy1po-ik,Mister Fantastic: Stretching Into Action | Character Reveal | Marvel Rivals,2025-01-09 19:41:59,IE,20
folded hands folded hands folded hands GOD BLESS YOU ALL CALIFORNIA-WE ARE PRAYING FOR YOU… folded hands folded hands folded hands,Positive,🙏🙏🙏GOD BLESS YOU ALL CALIFORNIA-WE ARE PRAYING FOR YOU…🙏🙏🙏,folded hands folded hands folded hands god bless you all california we are praying for you folded hands folded hands folded hands,folded hands folded hands folded hands GOD BLESS YOU ALL CALIFORNIA-WE ARE PRAYING FOR YOU… folded hands folded hands folded hands,AlsNteE8wwI,"With firefighters stretched thin, Altadena residents battle to save homes from flames #fire",2025-01-11 09:58:50,AU,25
"Even European Nations figured it would be a good idea to privatize large portions of the healthcare system, including hospitals, some 20-40 years ago (depending on the nation). It sure is a fabulous idea to have hospitals need to make profits off of your health issues. What could possibly go wrong?",Negative,"Even European Nations figured it would be a good idea to privatize large portions of the healthcare system, including hospitals, some 20-40 years ago (depending on the nation). It sure is a fabulous idea to have hospitals need to make profits off of your health issues. What could possibly go wrong?",even european nations figured it would be good idea to privatize large portions of the healthcare system including hospitals some years ago depending on the nation it sure is fabulous idea to have hospitals need to make profits off of your health issues what could possibly go wrong,"Even European Nations figured it would be a good idea to privatize large portions of the healthcare system, including hospitals, some 20-40 years ago (depending on the nation). It sure is a fabulous idea to have hospitals need to make profits off of your health issues. What could possibly go wrong?",YSpRri9iquo,‘GREEDY PUSSÍES’: Bill Burr’s SCORCHING Take On CEO Kílling | The Kyle Kulinski Show,2025-01-21 09:55:05,US,25
where can i see flutter outline in vscode,Neutral,where can i see flutter outline in vscode,where can see flutter outline in vscode,where can i see flutter outline in vscode,RdPkFd6_fTA,Flutter Tutorial for Beginners #13 - Flutter Outline & Shortcuts,2022-03-07 10:52:03,GB,27
Passed the exam last week. This course was really helpful for learning the required basics evaluated by the certification. Thanks!,Positive,Passed the exam last week. This course was really helpful for learning the required basics evaluated by the certification. Thanks!,passed the exam last week this course was really helpful for learning the required basics evaluated by the certification thanks,Passed the exam last week. This course was really helpful for learning the required basics evaluated by the certification. Thanks!,UGRDM86MBIQ,Google Cloud Digital Leader Certification Course - Pass the Exam!,2022-01-18 14:01:02,US,27
"And please, we are happy that there is no error after running that ""Hello World""",Positive,"And please, we are happy that there is no error after running that ""Hello World""",and please we are happy that there is no error after running that hello world,"And please, we are happy that there is no error after running that ""Hello World""",K6HYgtVqKrg,Junior Developer v/s Senior Developer😛 #shorts #funny,2023-07-14 11:42:49,IN,27
Blue mountain state season 2 not sure what episode but damn it's hilarious,Positive,Blue mountain state season 2 not sure what episode but damn it's hilarious,blue mountain state season not sure what episode but damn it hilarious,Blue mountain state season 2 not sure what episode but damn it's hilarious,qiVrICpvXF8,he took RABIES instead of steroids,2025-01-14 11:01:24,IE,24
"Ben, when you say ""Here's what they think of you."", do you mean white people? Some of your viewers are not white, in case you didn't know that.",Neutral,"Ben, when you say ""Here's what they think of you."", do you mean white people? Some of your viewers are not white, in case you didn't know that.",ben when you say here what they think of you do you mean white people some of your viewers are not white in case you didn know that,"Ben, when you say ""Here's what they think of you."", do you mean white people? Some of your viewers are not white, in case you didn't know that.",TOKrB6-iZ5M,"Shapiro Reacts to ""Everything's Gonna Be All White"" Trailer",2023-07-04 06:05:22,US,25
"Oh, another change, haha. The JavaScript environment can't seem to settle on anything.",Negative,"Oh, another change, haha. The JavaScript environment can't seem to settle on anything.",oh another change haha the javascript environment can seem to settle on anything,"Oh, another change, haha. The JavaScript environment can't seem to settle on anything.",3Vl8a3zYjiw,What is Deno & Will it replace Node.js?,2025-02-02 11:35:04,DE,27
"Perhaps it's just me, but does this guy appear to be high on cocaine?",Negative,"Perhaps it's just me, but does this guy appear to be high on cocaine?",perhaps it just me but does this guy appear to be high on cocaine,"Perhaps it's just me, but does this guy appear to be high on cocaine?",1rYtrS5IbrQ,Joe Rogan Experience #2254 - Mel Gibson,2025-02-03 15:18:41,AU,24
There’s Squid game season 2 already red heart red heart red heart,Neutral,There’s Squid game season 2 already ❤❤❤,there squid game season already red heart red heart red heart,There’s Squid game season 2 already red heart red heart red heart,YxDjpkgeTY8,iShowSpeed Plays Roblox Squid Games,2025-01-13 23:12:35,NZ,20
Why http is the most touted. Simple client server with get and put easy text vedios arts and crafts and culture easily typed. Because of its links to AI features. And that too with modern information grabs across the nations.,Neutral,Why http is the most touted. Simple client server with get and put easy text vedios arts and crafts and culture easily typed. Because of its links to AI features. And that too with modern information grabs across the nations.,why http is the most touted simple client server with get and put easy text vedios arts and crafts and culture easily typed because of its links to ai features and that too with modern information grabs across the nations,Why http is the most touted. Simple client server with get and put easy text vedios arts and crafts and culture easily typed. Because of its links to AI features. And that too with modern information grabs across the nations.,iYM2zFP3Zn0,HTTP Crash Course & Exploration,2022-06-26 12:36:29,US,27
"Let's be real, none of us were actually looking for this.",Negative,"Let's be real, none of us were actually looking for this.",let be real none of us were actually looking for this,"Let's be real, none of us were actually looking for this.",VfGW0Qiy2I0,Web Development In 2021 - A Practical Guide,2025-02-02 15:19:39,US,27
All of a sudden they turn into Mudokons from Oddworld lol,Neutral,29:41 All of a sudden they turn into Mudokons from Oddworld lol,all of sudden they turn into mudokons from oddworld lol,All of a sudden they turn into Mudokons from Oddworld lol,ZmXSJ2h807w,Perpetually Petrifying my Friends as a Giant Sandworm,2025-01-12 23:32:58,IE,20
"Hey Roman, I hope your videos are not getting shorter. Missing the laundromat too, but I love the family home stuff too, but keep them coming and bro I love them.",Neutral,"Hey Roman, I hope your videos are not getting shorter. Missing the laundromat too, but I love the family home stuff too, but keep them coming and bro I love them.",hey roman hope your videos are not getting shorter missing the laundromat too but love the family home stuff too but keep them coming and bro love them,"Hey Roman, I hope your videos are not getting shorter. Missing the laundromat too, but I love the family home stuff too, but keep them coming and bro I love them.",ZLVA_3WKyyk,The Most Money We Have Ever Spent…,2025-01-06 21:58:55,CA,22
When i die keep my grave away from her,Negative,When i die keep my grave away from her,when die keep my grave away from her,When i die keep my grave away from her,_UUBvADXIS8,What's This Crusty Thing?!,2025-01-13 21:25:59,NZ,15
remember to SUBSCRIBE!,Positive,remember to SUBSCRIBE!,remember to subscribe,remember to SUBSCRIBE!,roC7HooXJm0,POV: You're AFK on a Minecraft Server  #shorts,2025-01-04 12:05:03,NZ,20
"What Trump was trying to say is that he doesn't care about Poilievre, or what he has to say, UNTIL he becomes Prime Minister. Trump cares more about 'What is' over 'What if' and he's only interested in dealing with the shot-callers.",Neutral,"What Trump was trying to say is that he doesn't care about Poilievre, or what he has to say, UNTIL he becomes Prime Minister. Trump cares more about 'What is' over 'What if' and he's only interested in dealing with the shot-callers.",what trump was trying to say is that he doesn care about poilievre or what he has to say until he becomes prime minister trump cares more about what is over what if and he only interested in dealing with the shot callers,"What Trump was trying to say is that he doesn't care about Poilievre, or what he has to say, UNTIL he becomes Prime Minister. Trump cares more about 'What is' over 'What if' and he's only interested in dealing with the shot-callers.",hl0b15UpoJ8,WOW Trump Just Said This About Pierre Poilievre,2025-01-08 00:01:12,CA,25
okay no tagging her or whoever filmed and uploaded it? ewwww,Negative,okay no tagging her or whoever filmed and uploaded it? ewwww,okay no tagging her or whoever filmed and uploaded it ew,okay no tagging her or whoever filmed and uploaded it? ewwww,C7u7Hhh3V5I,this mom loved to do the most unique cake you’ll ever see ❤️,2025-01-15 01:11:15,NZ,26
I’m from Georgia and I’m disappointed on the outcome,Negative,I’m from Georgia and I’m disappointed on the outcome,from georgia and disappointed on the outcome,I’m from Georgia and I’m disappointed on the outcome,UrAtzlBhK4U,HARD FACTS: How Voter Fraud Occurred in Michigan... | Good Morning #MugClub,2021-03-10 12:01:18,US,25
Wow thank you so much. The presale is legit I just dumped my PEPE to X.AI50,Neutral,Wow thank you so much. The presale is legit I just dumped my PEPE to X.AI50,wow thank you so much the presale is legit just dumped my pepe to ai,Wow thank you so much. The presale is legit I just dumped my PEPE to X.AI50,nBZs2_hezdY,How the LA wildfires unfolded and what’s needed for recovery | BBC News,2025-01-21 13:58:58,PH,25
"slams? I dislike that word, it is Overused. Ridicules, makes fun of, critcizes ... more like",Neutral,"slams? I dislike that word, it is Overused. Ridicules, makes fun of, critcizes ... more like",slams dislike that word it is overused ridicules makes fun of critcizes more like,"slams? I dislike that word, it is Overused. Ridicules, makes fun of, critcizes ... more like",1l_npl6InTw,Gutfeld slams Pelosi after re-election announcement,2022-02-06 18:23:53,US,25
"ouch, my feelings are hurt and she wasn’t even talking to me, shes so powerful!",Positive,"ouch, my feelings are hurt and she wasn’t even talking to me, shes so powerful!",ouch my feelings are hurt and she wasn even talking to me shes so powerful,"ouch, my feelings are hurt and she wasn’t even talking to me, shes so powerful!",8KFQx-mc2Ao,'So you won't take down lies?': Alexandria Ocasio-Cortez challenges Facebook CEO,2020-08-29 02:18:40,GB,25
"Kamala: “I don’t see or hear it, is it even working?” Americans: “we were about to ask the same thing Kamala”",Negative,"Kamala: “I don’t see or hear it, is it even working?” Americans: “we were about to ask the same thing Kamala”",kamala don see or hear it is it even working americans we were about to ask the same thing kamala,"Kamala: “I don’t see or hear it, is it even working?” Americans: “we were about to ask the same thing Kamala”",h0mhG1sqlww,Watch Kamala Harris' awkward moment with electric car,2021-12-14 22:56:35,CA,25
Doland Trump : America loves India : But India loves Naughty America face with tears of joy,Negative,Doland Trump : America loves India @0:29 Indians to Doland : But India loves Naughty America 😂,doland trump america loves india but india loves naughty america face with tears of joy,Doland Trump : America loves India : But India loves Naughty America face with tears of joy,o9ZJue2PeQ8,Trump sings Modi's praises at massive rally in India,2020-11-05 12:52:50,GB,25
And this is newsworthy or relevant to the UK how?,Negative,And this is newsworthy or relevant to the UK how?,and this is newsworthy or relevant to the uk how,And this is newsworthy or relevant to the UK how?,WOaaEuL2PoU,"Biden visits graves of his late son, daughter and first wife",2020-11-09 07:06:20,GB,25
Thanks master I'm really enjoying it Let me subscribe asap,Positive,Thanks master I'm really enjoying it Let me subscribe asap,thanks master really enjoying it let me subscribe asap,Thanks master I'm really enjoying it Let me subscribe asap,TqPzwenhMj0,#4 Python Tutorial for Beginners | Variables in Python,2024-10-31 08:15:16,IN,27
"Don’t waste ur time, these old comments are positive, but now there’s a whole lot of problems in just the first 20 minutes. You can’t create a .env file, and now u gotta do a whole lot more for slash commands update. This is annoying, go find a different tutorial",Negative,"Don’t waste ur time, these old comments are positive, but now there’s a whole lot of problems in just the first 20 minutes. You can’t create a .env file, and now u gotta do a whole lot more for slash commands update. This is annoying, go find a different tutorial",don waste ur time these old comments are positive but now there whole lot of problems in just the first minutes you can create env file and now gotta do whole lot more for slash commands update this is annoying go find different tutorial,"Don’t waste ur time, these old comments are positive, but now there’s a whole lot of problems in just the first 20 minutes. You can’t create a .env file, and now u gotta do a whole lot more for slash commands update. This is annoying, go find a different tutorial",SPTfmiYiuok,Code a Discord Bot with Python - Host for Free in the Cloud,2023-01-03 06:59:07,US,27
The Blind Barber in Culver City CA. If ya know ya know.,Neutral,The Blind Barber in Culver City CA. If ya know ya know.,the blind barber in culver city ca if ya know ya know,The Blind Barber in Culver City CA. If ya know ya know.,yExHnq_B2Wg,I Was NOT Expecting To Find THIS In Thailand,2025-01-12 22:42:31,AU,26
"Wow, they've mastered instant destruction. But growing a tree takes so many years... crying face",Negative,"Wow, they've mastered instant destruction. But growing a tree takes so many years... 😢",wow they ve mastered instant destruction but growing tree takes so many years crying face,"Wow, they've mastered instant destruction. But growing a tree takes so many years... crying face",KqUoowyqpYQ,صناعه الطرق داخل الغابات ##automobile #tools #electrician #machine #hitachi #farm #excavator,2025-02-04 14:22:36,US,2
"Yeah, because it only requires a couple thousand dollars to have it lasered off!",Negative,"Yeah, because it only requires a couple thousand dollars to have it lasered off!",yeah because it only requires couple thousand dollars to have it lasered off,"Yeah, because it only requires a couple thousand dollars to have it lasered off!",ZFK740tlS1k,Prank can cost you a fortune,2025-02-03 15:30:32,AU,24
They aren’t the same person?,Neutral,They aren’t the same person?,they aren the same person,They aren’t the same person?,97bOXimGAX0,Dana CRASHES OUT on Adin🤯 #dana #danawhite #joerogan #adin #adinross #gambling #money #cash #casino,2025-01-13 10:05:36,AU,26
"Pierre....... talk about this - Canada's $22.9M fund in Desjardin to promote 'inclusive economic growth': Liberal Minister Hussen FEDERAL GOVERNMENT HAS EARMARKED ALMOST 30 MILLION DOLLARS TO A PARTNERSHIP WITH DESJARDINS....PROVIDING FINANCIAL PRODUCTS TO ENTREPRENEURS IN DEVELOPING COUNTRIES.......... Liberals taking our money and giving it to a gigantic insurance company, these insurance companies keep jacking our rates through the roof and they are getting more of our money?!!!!..... eyes ...OK nothing to see here, move on...we're all in this together.",Negative,"Pierre....... talk about this - Canada's $22.9M fund in Desjardin to promote 'inclusive economic growth': Liberal Minister Hussen FEDERAL GOVERNMENT HAS EARMARKED ALMOST 30 MILLION DOLLARS TO A PARTNERSHIP WITH DESJARDINS....PROVIDING FINANCIAL PRODUCTS TO ENTREPRENEURS IN DEVELOPING COUNTRIES.......... Liberals taking our money and giving it to a gigantic insurance company, these insurance companies keep jacking our rates through the roof and they are getting more of our money?!!!!.....👀 ...OK nothing to see here, move on...we're all in this together.",pierre talk about this canada fund in desjardin to promote inclusive economic growth liberal minister hussen federal government has earmarked almost million dollars to partnership with desjardins providing financial products to entrepreneurs in developing countries liberals taking our money and giving it to gigantic insurance company these insurance companies keep jacking our rates through the roof and they are getting more of our money eyes ok nothing to see here move on we re all in this together,"Pierre....... talk about this - Canada's $22.9M fund in Desjardin to promote 'inclusive economic growth': Liberal Minister Hussen FEDERAL GOVERNMENT HAS EARMARKED ALMOST 30 MILLION DOLLARS TO A PARTNERSHIP WITH DESJARDINS....PROVIDING FINANCIAL PRODUCTS TO ENTREPRENEURS IN DEVELOPING COUNTRIES.......... Liberals taking our money and giving it to a gigantic insurance company, these insurance companies keep jacking our rates through the roof and they are getting more of our money?!!!!..... eyes ...OK nothing to see here, move on...we're all in this together.",iNplSHtHjI8,LIVE: Liberals First or Canada First?,2025-01-11 20:58:27,CA,25
"""Oh, I get it now"" head ass loudly crying face folded hands medium skin tone",Negative,"""Oh, I get it now"" head ass 😭🙏🏽",oh get it now head ass loudly crying face folded hands medium skin tone,"""Oh, I get it now"" head ass loudly crying face folded hands medium skin tone",3GOklqSQlMk,This Guy's A Genius🤣🤣🤣(@sermedmaktouf),2025-02-03 15:20:24,AU,24
How about we find something to eat that isn't trying to kill us?,Negative,How about we find something to eat that isn't trying to kill us?,how about we find something to eat that isn trying to kill us,How about we find something to eat that isn't trying to kill us?,_A6S-zw_yEE,Nopales is what my future kids will eat as a midnight snack. #cactus #nopales #food,2025-02-04 01:58:24,GB,26
This is me and my sisters,Neutral,This is me and my sisters,this is me and my sisters,This is me and my sisters,zttTYB9WCLs,"January 9, 2025",2025-01-14 00:19:28,IE,26
She's so funny red heart *Please reply*,Positive,She's so funny ❤ *Please reply*,she so funny red heart please reply,She's so funny red heart *Please reply*,fgSegqlSk2w,I Beat the Car Parking Filter?!,2025-01-14 06:46:18,NZ,26
In one of the blade movies showed the ecelecty showed in that one sence when the vampire agent had humans in those type bags too keep the body suck in mind you them bodys are a alive in a comma or a deep sleep of some sort but it's a since in a movie movie food for thought peep game homie face with tears of joy the truth is more realerthen you chu think grinning face with sweat crying face face with tears of joy red heart,Neutral,In one of the blade movies showed the ecelecty showed in that one sence when the vampire agent had humans in those type bags too keep the body suck in mind you them bodys are a alive in a comma or a deep sleep of some sort but it's a since in a movie movie food for thought peep game homie 😂 the truth is more realerthen you chu think 😅😢😂❤,in one of the blade movies showed the ecelecty showed in that one sence when the vampire agent had humans in those type bags too keep the body suck in mind you them bodys are alive in comma or deep sleep of some sort but it since in movie movie food for thought peep game homie face with tears of joy the truth is more realerthen you chu think grinning face with sweat crying face face with tears of joy red heart,In one of the blade movies showed the ecelecty showed in that one sence when the vampire agent had humans in those type bags too keep the body suck in mind you them bodys are a alive in a comma or a deep sleep of some sort but it's a since in a movie movie food for thought peep game homie face with tears of joy the truth is more realerthen you chu think grinning face with sweat crying face face with tears of joy red heart,zUUHdx1oa0s,Trapped in a Vacuum (@lawrencemalstaf - on IG) #shorts,2025-01-13 06:14:47,AU,26
I'm not a fan of older folks face with tears of joy face with tears of joy face with tears of joy ; it seems their only pastime is complaining face with tears of joy face with tears of joy face with tears of joy . I hope I don't become like that.,Negative,I'm not a fan of older folks 😂😂😂; it seems their only pastime is complaining 😂😂😂. I hope I don't become like that.,not fan of older folks face with tears of joy face with tears of joy face with tears of joy it seems their only pastime is complaining face with tears of joy face with tears of joy face with tears of joy hope don become like that,I'm not a fan of older folks face with tears of joy face with tears of joy face with tears of joy ; it seems their only pastime is complaining face with tears of joy face with tears of joy face with tears of joy . I hope I don't become like that.,f7NDUIY-yYo,Man Warns Electric Biker,2025-02-04 01:31:41,GB,2
Trump is gonna use Obamas plan.the mass stuff was only koolaid for Maga fools,Negative,Trump is gonna use Obamas plan.the mass stuff was only koolaid for Maga fools,trump is gonna use obamas plan the mass stuff was only koolaid for maga fools,Trump is gonna use Obamas plan.the mass stuff was only koolaid for Maga fools,HgZKVZlLVsk,Trump PANICS As ENORMOUS Cost Of Plan Suddenly Revealed!,2025-01-12 21:46:07,AU,25
party popper glory glory man united,Positive,🎉glory glory man united,party popper glory glory man united,party popper glory glory man united,eWIy9u4vASU,Kostas 💪,2025-01-13 08:07:04,IE,26
The average patato…. That looks weird,Neutral,The average patato…. That looks weird,the average patato that looks weird,The average patato…. That looks weird,QF2abxA-w1I,Losing my favourite job on the farm #farming,2025-01-14 22:25:11,NZ,26
"Now, imagine your professor does 2 lectures wants you to solve this in 11 days and you only learned the basics before this course and he knows that. He explained the 2 sum one to us in one lecture and some of us had no previous experience (were in our first semster and the year just started... ). Not all of us had previous job experience so some of us now really struggle. our program doesnt only have to do this. it also has to generate a list in the input array, calculate the elapsed time every time, print all results and we have to write a report. he gave us a report for the 2 sum one. it contained diagrams and was 3 pages long with a font size of 6. We also have other classes and assignments so this is not cool. If someone has advice, please help :(",Negative,"Now, imagine your professor does 2 lectures wants you to solve this in 11 days and you only learned the basics before this course and he knows that. He explained the 2 sum one to us in one lecture and some of us had no previous experience (were in our first semster and the year just started... ). Not all of us had previous job experience so some of us now really struggle. our program doesnt only have to do this. it also has to generate a list in the input array, calculate the elapsed time every time, print all results and we have to write a report. he gave us a report for the 2 sum one. it contained diagrams and was 3 pages long with a font size of 6. We also have other classes and assignments so this is not cool. If someone has advice, please help :(",now imagine your professor does lectures wants you to solve this in days and you only learned the basics before this course and he knows that he explained the sum one to us in one lecture and some of us had no previous experience were in our first semster and the year just started not all of us had previous job experience so some of us now really struggle our program doesnt only have to do this it also has to generate list in the input array calculate the elapsed time every time print all results and we have to write report he gave us report for the sum one it contained diagrams and was pages long with font size of we also have other classes and assignments so this is not cool if someone has advice please help,"Now, imagine your professor does 2 lectures wants you to solve this in 11 days and you only learned the basics before this course and he knows that. He explained the 2 sum one to us in one lecture and some of us had no previous experience (were in our first semster and the year just started... ). Not all of us had previous job experience so some of us now really struggle. our program doesnt only have to do this. it also has to generate a list in the input array, calculate the elapsed time every time, print all results and we have to write a report. he gave us a report for the 2 sum one. it contained diagrams and was 3 pages long with a font size of 6. We also have other classes and assignments so this is not cool. If someone has advice, please help :(",jzZsG8n2R9A,3Sum - Leetcode 15 - Python,2024-11-15 17:43:58,US,27
Never thought id switch to wireless. I now own six pairs of wireless each missing one earbud from each case besides two. Swapping them out isnt an issue for me though. What bugged the crap out of me was having the cord get tugged on things while doing chores. One time I was cutting my hair and the clipper tore my wire. They were brand new.,Neutral,Never thought id switch to wireless. I now own six pairs of wireless each missing one earbud from each case besides two. Swapping them out isnt an issue for me though. What bugged the crap out of me was having the cord get tugged on things while doing chores. One time I was cutting my hair and the clipper tore my wire. They were brand new.,never thought id switch to wireless now own six pairs of wireless each missing one earbud from each case besides two swapping them out isnt an issue for me though what bugged the crap out of me was having the cord get tugged on things while doing chores one time was cutting my hair and the clipper tore my wire they were brand new,Never thought id switch to wireless. I now own six pairs of wireless each missing one earbud from each case besides two. Swapping them out isnt an issue for me though. What bugged the crap out of me was having the cord get tugged on things while doing chores. One time I was cutting my hair and the clipper tore my wire. They were brand new.,1gXqY7AvoZY,Which do you prefer? Wired or Bluetooth Ear Buds? (Or regular headphones?)  #relatable #millennial,2025-01-11 18:27:30,AU,28
"For years fergie rules the primary league,,The FA and referee's were shit scared of mufc. Even Fergie wouldn't release players for England e.g. Carma isn't it a bitch.",Negative,"For years fergie rules the primary league,,The FA and referee's were shit scared of mufc. Even Fergie wouldn't release players for England e.g. Carma isn't it a bitch.",for years fergie rules the primary league the fa and referee were shit scared of mufc even fergie wouldn release players for england carma isn it bitch,"For years fergie rules the primary league,,The FA and referee's were shit scared of mufc. Even Fergie wouldn't release players for England e.g. Carma isn't it a bitch.",1p8lg4zk-Cg,"""The referees were terrified of Alex Ferguson"" #football #soccer #manchesterunited #premierleague",2025-01-05 22:56:06,GB,17
Swish swish Katy Perry,Neutral,Swish swish Katy Perry,swish swish katy perry,Swish swish Katy Perry,Yjz9drnXsZ0,She’s really an understanding mom🥹#show #shorts #viralvideo #fyp,2025-01-13 08:12:31,NZ,1
The way the captain was acting so chill the 1st time was insane,Positive,The way the captain was acting so chill the 1st time was insane,the way the captain was acting so chill the st time was insane,The way the captain was acting so chill the 1st time was insane,a2lKQxpVkL0,An awkward first flight for the family 🤣✈️ #movie #series,2025-01-14 00:31:11,NZ,1
"She'll get in because she is black....that apparently is the most important box to check. If she is qualified, many people won't be able to get past the fact that she was selected solely because of the color of her skin and not her qualifications.",Negative,"She'll get in because she is black....that apparently is the most important box to check. If she is qualified, many people won't be able to get past the fact that she was selected solely because of the color of her skin and not her qualifications.",she ll get in because she is black that apparently is the most important box to check if she is qualified many people won be able to get past the fact that she was selected solely because of the color of her skin and not her qualifications,"She'll get in because she is black....that apparently is the most important box to check. If she is qualified, many people won't be able to get past the fact that she was selected solely because of the color of her skin and not her qualifications.",hGq6wl6U3rU,'The Five' react to Judge Ketanji Brown Jackson's hearings,2022-03-21 22:53:04,US,25
Womp womp was the worst choice of words for that moment face with tears of joy,Positive,Womp womp was the worst choice of words for that moment😂,womp womp was the worst choice of words for that moment face with tears of joy,Womp womp was the worst choice of words for that moment face with tears of joy,MGJOy60oSJ4,Ranking The Worst News Reporter Moments,2025-01-02 10:08:43,AU,25
Joe Biden: doesn’t condemn Antifa Everyone: slightly smiling face Trump: doesn’t condemn the non-violent proud boys Everyone: police car light face screaming in fear face screaming in fear face screaming in fear police car light,Negative,Joe Biden: doesn’t condemn Antifa Everyone: 🙂 Trump: doesn’t condemn the non-violent proud boys Everyone: 🚨 😱😱😱 🚨,joe biden doesn condemn antifa everyone slightly smiling face trump doesn condemn the non violent proud boys everyone police car light face screaming in fear face screaming in fear face screaming in fear police car light,Joe Biden: doesn’t condemn Antifa Everyone: slightly smiling face Trump: doesn’t condemn the non-violent proud boys Everyone: police car light face screaming in fear face screaming in fear face screaming in fear police car light,n-IokW0LbwQ,Biden vs. Trump! First Presidential Debate | Ted Cruz Guests | #CrowderDebateStream,2020-09-30 03:50:24,US,25
His dance in the in zone was called high stepping.,Neutral,His dance in the in zone was called high stepping.,his dance in the in zone was called high stepping,His dance in the in zone was called high stepping.,PXxBd3F-uhw,Deion says IMPROVE YOUR HIGH STEP!🤣,2025-01-08 23:33:33,US,17
He’s the K through 9 director,Neutral,He’s the K through 9 director,he the through director,He’s the K through 9 director,KnInbiTk9Qo,It's His First Day,2025-01-13 19:37:11,AU,15
The family will be having a tough time my heart goes out to them.,Positive,The family will be having a tough time my heart goes out to them.,the family will be having tough time my heart goes out to them,The family will be having a tough time my heart goes out to them.,G00eNf9q-gs,Caroline Flack found dead,2020-02-15 20:55:14,GB,25
"Man, you have so many videos!!!! Very impressive. I will be watching a lot.",Positive,"Man, you have so many videos!!!! Very impressive. I will be watching a lot.",man you have so many videos very impressive will be watching lot,"Man, you have so many videos!!!! Very impressive. I will be watching a lot.",1kkvalOcSog,How to learn Java? | Java Learning Path,2019-09-19 20:15:44,IN,27
"Mark my words: Once her father passed away, MM will falsely accuse him of sexually abusing her when she was a child. She will point to this as the reason that she distanced the Markle side of the family.",Negative,"Mark my words: Once her father passed away, MM will falsely accuse him of sexually abusing her when she was a child. She will point to this as the reason that she distanced the Markle side of the family.",mark my words once her father passed away mm will falsely accuse him of sexually abusing her when she was child she will point to this as the reason that she distanced the markle side of the family,"Mark my words: Once her father passed away, MM will falsely accuse him of sexually abusing her when she was a child. She will point to this as the reason that she distanced the Markle side of the family.",fs7YyvCKXKQ,Meghan destroys Harry&herself confirming them as hypocritical & heartless moneygrubbing opportunists,2025-01-12 16:37:17,AU,25
It'isnecessery toreceivedeplamatic resolution war goingonukrain because civilian society are failing day by day and country facing less economy less investment,Negative,It'isnecessery toreceivedeplamatic resolution war goingonukrain because civilian society are failing day by day and country facing less economy less investment,it isnecessery toreceivedeplamatic resolution war goingonukrain because civilian society are failing day by day and country facing less economy less investment,It'isnecessery toreceivedeplamatic resolution war goingonukrain because civilian society are failing day by day and country facing less economy less investment,f4Npot5NIOY,Ukraine Invasion: How could a battle for Kyiv play out?,2022-02-28 07:58:16,GB,25
"Well, that takes care of the ‘no taxes on overtime’ , NO OVERTIME NO TAXES",Neutral,"Well, that takes care of the ‘no taxes on overtime’ , NO OVERTIME NO TAXES",well that takes care of the no taxes on overtime no overtime no taxes,"Well, that takes care of the ‘no taxes on overtime’ , NO OVERTIME NO TAXES",yXcG4Y4voDc,MAGA Judge BLOCKS Overtime Pay For 4 Million | The Kyle Kulinski Show,2024-11-18 22:59:34,US,25
The collar…. IFYKYK,Neutral,The collar…. IFYKYK,the collar ifykyk,The collar…. IFYKYK,80yWlLsN5lY,Alex Pereira Vs Israel Adesanya 2 | Stylebender Vs Poatan: MMA UFC,2025-01-12 05:15:12,GB,17
